time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-3.3736604933604436e-06,2.685397897580493e-06,9.997993916856528,0.001091350268795921,0.0013491715822890882,0.0,-0.0002077889624935245,0.00016590275170504134,-0.06687079742109837,0.010306586246280409,0.011580451949444574,0.0,379.32761373400547,380.43788048234353,380.2111649222451,381.1971656542405
0.12000000000000001,-5.53638357054807e-05,4.5673784196871774e-05,9.999618436477647,0.002664099087670735,0.003412327712639218,0.0,-0.0017491066725446112,0.0014617438895911722,0.1210201065150307,-0.0016620767682662182,0.023250629841952065,0.0,463.99209201113905,464.9073045150181,463.91180888279706,462.9712759824944
0.18,-0.0002420352137880678,0.00019383943448111917,10.011046250655465,0.0033777908810321833,0.005313528057513395,0.0,-0.004670882400405358,0.0035445226987582718,0.25988390382260884,0.007090362828345862,0.029935937019459336,0.0,448.4741198990421,449.01681502601895,449.0822084747605,449.79144284391685
0.23999999999999996,-0.0006715699096134375,0.0005098535114222998,10.033929547429985,0.007840057882666507,0.008691147965064872,0.0,-0.010081082903279956,0.0075129432065187745,0.5028116769608054,0.027932606586507286,0.014907754348954236,0.0,480.88254559704484,479.74306918924503,479.34165645126785,480.9225605979588
0.3,-0.0014620826368126846,0.0011605910029178338,10.067198540621849,0.018009863154652805,0.009925658443699525,0.0,-0.016403340254937927,0.015188845835306554,0.6060925400724206,0.05868083941281242,0.007208088226553963,0.0,437.4486344192011,436.8069894844626,438.08188308117076,440.6316122457894
0.36000000000000004,-0.0026798793675949645,0.002512186025401365,10.109137762878571,0.02329500726185163,0.010696416169984069,0.0,-0.024271149736574345,0.03045304308140622,0.7917582522128306,0.07208033208465148,0.012491360740546662,0.0,464.53223117988466,464.9461564576027,462.22545852207026,463.2828141825864
0.4200000000000001,-0.004429199779366811,0.0049332885779225415,10.163476400428669,0.028585875527070037,0.017956085009938505,0.0,-0.03488299865043452,0.05087378034250831,1.0193271433281468,0.08171347240709934,0.03926739405966717,0.0,475.4471534678361,477.49396156220257,475.9903716541248,476.73095376654203
0.48000000000000015,-0.006940725698204673,0.008644948420790409,10.229309723006056,0.033531474895600155,0.0223764162763489,0.0,-0.04930325427839259,0.07339275815485313,1.1749428156963442,0.07794857942520972,0.053851801279356244,0.0,454.48257396194447,455.65094492604334,455.8941672257071,455.59832515589295
0.5400000000000001,-0.010625460042479409,0.013993805178590652,10.30704146342688,0.05819719330058337,0.05998885993800851,0.0,-0.07806133670201035,0.1078578582162969,1.4155632041023345,0.12573877304785822,0.11689463677982259,0.0,478.245155241703,483.02678677367084,479.91524256675444,483.535495261912
0.6000000000000002,-0.016554744183165243,0.02166796967531444,10.39447555272384,0.06574109142948359,0.06847386144393486,0.0,-0.12043501646783195,0.14868796128103043,1.498694623526673,0.12571718115026767,0.10235222995449803,0.0,434.8751511985864,433.6669232057542,434.4357677007489,434.44874607561354
0.6600000000000003,-0.025415730268570483,0.032161573524003284,10.490123817315672,0.07327841887873987,0.07485150199427704,0.0,-0.17564511699347354,0.20194837796483547,1.6891968286106678,0.12364599468109776,0.10661255486529907,0.0,467.93519582171575,468.2754775592451,468.07904561856697,467.9312013043467
0.7200000000000003,-0.03792800864328055,0.04621054004610868,10.599025408170679,0.09126529929881055,0.09075826899124184,0.0,-0.2434271649950002,0.2685001491703865,1.9401080465340343,0.15807677563051553,0.0716089593289242,0.0,488.59694144357815,485.9873965392771,484.80638259236457,487.401516426048
0.7800000000000004,-0.054509576967345263,0.06432066425140706,10.719200102437185,0.1010465945832113,0.09504324249660012,0.0,-0.30972693755429426,0.3361844613969106,2.06533229950309,0.1507892724060401,0.07063951301300793,0.0,451.4675001107063,451.39309621398456,449.889405361559,449.3216255149254
0.8400000000000004,-0.07520599489423624,0.08668973887059163,10.846791860995458,0.11008789762539983,0.11265993210214464,0.0,-0.38195217839551276,0.4103547827290357,2.1871839580440526,0.15043444372325038,0.1095243885445928,0.0,448.9411261650992,452.0907618480955,450.26663708412514,450.2589728148575
0.9000000000000005,-0.10083672497441422,0.11395380458404439,10.983923907568919,0.1191098620414941,0.11945202980080438,0.0,-0.47316009118243946,0.4994355430839915,2.3832377109865166,0.14825871638439572,0.10303997417443314,0.0,474.85694657145285,474.3686123694336,473.7258943208151,473.5781280340214
0.9600000000000005,-0.1323179672744986,0.14699459940785747,11.13457350378144,0.12923610039305977,0.12562242674937707,0.0,-0.5769208744615687,0.6030834938502716,2.637550221915953,0.1592695148856182,0.1018020743668884,0.0,492.1769608597541,492.09336480269144,492.4626024796798,493.29561078058373
